"ID","Naive B cells","Memory B cells","Plasma cells","CD8 T cells","Naive CD4 T cells","Resting CD4 memory T cells","Activated CD4 memory T cells","Follicular helper T cells","Regulatory T cells","Gamma delta T cells","Resting NK cells","Activated NK cells","Monocytes","M0 Macrophages","M1 Macrophages","M2 Macrophages","Resting dendritic cells","Activated dendritic cells","Resting mast cells","Activated mast cells","Eosinophils","Neutrophils"
"SEQC_NB084",0.130829254622864,0,0,0.165186043663293,0.08223972740208,0.0984374200980048,0,0,0.113671840397049,0,0.0445257775221189,0,0.0150361741354765,0.130769918303792,0.0343272951073591,0.182690752817626,0,0.00228579593033619,0,0,0,0
"SEQC_NB085",0.103659811191817,0,0,0.0730708748506002,0,0.139623924663963,0,0.0314338584289051,0.0619471635309521,0,0.0154683725904383,0.00424657170556393,0.0170078304939768,0.187897260202219,0.0508307639256804,0.311932426826326,0,0,0,0,0.00288114158955896,0
"SEQC_NB086",0.0302749451431202,0,0.036421228260619,0.0546211996556241,0,0.0816259472077884,0,0.122089915541,0.0324145759676992,0,0.0335273557087328,0,0.013017837951378,0.252681882204728,0.134676846089841,0.193423465557493,0,0,0.0152248007119769,0,0,0
"SEQC_NB087",0.159851541118768,0,0.045776784282914,0.114049085015466,0,0.0584383203324192,0,0.026840671085738,0.0684492133386833,0,0.0115438107029061,0.0045345114583691,0.025539539774512,0,0.0317516316071677,0.42850898593714,0,0,0.0247159053459164,0,0,0
"SEQC_NB088",0.151724156276398,0,0.0160673144256745,0.180717957974055,0,0,0,0.123034427856194,0.077707789626966,0,0.068415892817666,0.0150072467884182,0.0288911647711786,0.087755206370409,0.0432222254563075,0.207456617636734,0,0,0,0,0,0
"SEQC_NB089",0.00111229460805858,0.00445177484001791,0,0.0328876900291081,0,0.30960155704742,0,0.0571787565111302,0.0903767963800234,0,0.0808652125540431,0,0.0205494590597664,0.274528086856299,0,0.104126556594537,0,0,0.0243218155195966,0,0,0
"SEQC_NB090",0.118199841983765,0,0.0142888919437299,0.0992154977400584,0,0.0406755706539087,0,0.0955312858785968,0.0949916885692718,0,0.0584248714194589,0,0.0249767864715449,0,0.0310902941481138,0.282442756232322,0.0514425940172047,0,0,0.0887199209420253,0,0
"SEQC_NB091",0.126668014938327,0,0,0.152933685966107,0.0162249709394575,0.0361307018834308,0,0.0248460489411821,0.0957219762879008,0,0.0142744629103198,0.0143085427334531,0.0853403747029442,0.0239579196820668,0.0197298287554613,0.339512733201798,0.0441074512081229,0,0.00624328784942883,0,0,0
"SEQC_NB092",0.117797993521654,0,0,0.238638176335908,0.0581018170369773,0.0626833544980714,0,0.030215116160332,0.101188421192228,0,0.038566121746388,0,0.0386555417574045,0.0608921608980155,0.0504487930960264,0.202048896951304,0,0.000763606805690503,0,0,0,0
"SEQC_NB093",0.111072059025465,0.0437025180875141,0,0.224061391792994,0.129439463242391,0.0647850683551957,0,0.0215263117540208,0.0549930844084573,0,0.0823910036228601,0,0.0406860811316439,0.00900322959401467,0.0248444791449254,0.175050009607247,0,0.0086115482473232,0,0.00983375198594848,0,0
"SEQC_NB094",0.150800092857258,0,0,0,0,0.239717803807334,0,0.0401728116302093,0.0432463954789595,0,0.0787449528032574,0.00817266765676265,0.025567734106351,0.106636179653062,0.111451189069825,0.177942534879448,0,0,0,0,0.0175476380575331,0
